item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern,trial_type
1751,equals,minus,at,greater-than,hashtag,hashtag,greater-than,at,hashtag,at,greater-than,minus,at,7,24370156,0123,ABCDEEDC,experiment
1691,exclamation,less-than,at,slash,greater-than,greater-than,slash,at,at,less-than,greater-than,exclamation,at,7,76541023,2130,ABCDEEDC,experiment
1911,hashtag,less-than,at,dollar-sign,minus,minus,dollar-sign,at,at,less-than,dollar-sign,minus,at,7,02641753,2013,ABCDEEDC,experiment
1917,asterisk,less-than,at,greater-than,slash,slash,greater-than,at,slash,at,asterisk,greater-than,at,7,47125063,3012,ABCDEEDC,experiment
1877,slash,asterisk,tilde,minus,at,at,minus,tilde,slash,minus,asterisk,tilde,tilde,7,32475016,0213,ABCDEEDC,experiment
1733,hashtag,equals,minus,asterisk,tilde,tilde,asterisk,minus,equals,asterisk,minus,tilde,minus,7,30461725,1320,ABCDEEDC,experiment
1747,angle-up,tilde,equals,percent,greater-than,greater-than,percent,equals,tilde,percent,equals,greater-than,equals,7,13640275,1302,ABCDEEDC,experiment
1827,less-than,percent,and,angle-up,tilde,tilde,angle-up,and,less-than,and,tilde,percent,and,7,23154706,1032,ABCDEEDC,experiment
1883,tilde,plus,greater-than,percent,less-than,less-than,percent,greater-than,less-than,greater-than,percent,tilde,greater-than,7,43752610,1203,ABCDEEDC,experiment
1836,at,tilde,dollar-sign,exclamation,greater-than,greater-than,exclamation,dollar-sign,greater-than,exclamation,tilde,dollar-sign,dollar-sign,7,45637120,2301,ABCDEEDC,experiment
1885,greater-than,dollar-sign,quote,asterisk,exclamation,exclamation,asterisk,quote,quote,asterisk,exclamation,dollar-sign,quote,7,05437621,2310,ABCDEEDC,experiment
1696,dollar-sign,less-than,exclamation,quote,angle-up,angle-up,quote,exclamation,less-than,exclamation,dollar-sign,quote,exclamation,7,45167203,3021,ABCDEEDC,experiment
1778,angle-up,less-than,dollar-sign,plus,asterisk,asterisk,plus,dollar-sign,less-than,angle-up,plus,dollar-sign,dollar-sign,7,01563274,2103,ABCDEEDC,experiment
1689,slash,minus,exclamation,tilde,less-than,less-than,tilde,exclamation,exclamation,slash,minus,less-than,exclamation,7,31407652,1230,ABCDEEDC,experiment
2566,asterisk,exclamation,and,plus,dollar-sign,less-than,hashtag,at,less-than,plus,at,hashtag,at,7,34526017,0132,ABCDEFGH,experiment
2414,slash,minus,dollar-sign,plus,angle-up,greater-than,percent,tilde,tilde,dollar-sign,minus,percent,tilde,7,07416352,1320,ABCDEFGH,experiment
2503,percent,less-than,slash,and,plus,greater-than,equals,tilde,plus,tilde,percent,slash,tilde,7,07564321,0321,ABCDEFGH,experiment
2475,at,percent,quote,slash,less-than,equals,tilde,greater-than,greater-than,percent,equals,at,greater-than,7,21450673,0231,ABCDEFGH,experiment
2610,less-than,asterisk,at,hashtag,greater-than,angle-up,minus,plus,less-than,asterisk,hashtag,plus,plus,7,70156342,3021,ABCDEFGH,experiment
2585,hashtag,minus,less-than,tilde,slash,exclamation,quote,dollar-sign,dollar-sign,quote,slash,tilde,dollar-sign,7,24356701,3012,ABCDEFGH,experiment
2593,equals,exclamation,angle-up,at,quote,plus,hashtag,and,equals,and,at,hashtag,and,7,31602457,0132,ABCDEFGH,experiment
2573,asterisk,minus,tilde,equals,slash,exclamation,plus,less-than,slash,exclamation,less-than,tilde,less-than,7,53704126,1320,ABCDEFGH,experiment
2569,percent,equals,dollar-sign,and,greater-than,tilde,asterisk,minus,greater-than,minus,and,equals,minus,7,30217546,2103,ABCDEFGH,experiment
2574,asterisk,greater-than,minus,tilde,angle-up,and,less-than,slash,tilde,slash,minus,asterisk,slash,7,72513406,2031,ABCDEFGH,experiment
2602,at,slash,greater-than,plus,exclamation,minus,less-than,dollar-sign,plus,minus,slash,dollar-sign,dollar-sign,7,03751624,1032,ABCDEFGH,experiment
2446,at,minus,angle-up,hashtag,equals,greater-than,less-than,quote,hashtag,less-than,quote,angle-up,quote,7,26531074,0123,ABCDEFGH,experiment
2584,dollar-sign,plus,hashtag,at,exclamation,asterisk,equals,percent,hashtag,plus,dollar-sign,percent,percent,7,21037645,2103,ABCDEFGH,experiment
2539,hashtag,percent,minus,less-than,plus,quote,equals,dollar-sign,less-than,dollar-sign,quote,minus,dollar-sign,7,36140527,2301,ABCDEFGH,experiment
2430,equals,less-than,tilde,quote,greater-than,at,slash,exclamation,slash,tilde,quote,exclamation,exclamation,7,41650273,3021,ABCDEFGH,experiment
2509,minus,equals,dollar-sign,less-than,percent,quote,asterisk,and,quote,asterisk,minus,and,and,7,16532470,3102,ABCDEFGH,experiment
2535,hashtag,and,minus,exclamation,asterisk,quote,angle-up,plus,quote,asterisk,plus,hashtag,plus,7,73406521,1302,ABCDEFGH,experiment
2410,hashtag,percent,quote,greater-than,dollar-sign,slash,equals,exclamation,percent,exclamation,greater-than,quote,exclamation,7,25736014,1230,ABCDEFGH,experiment
2578,tilde,quote,asterisk,percent,hashtag,and,at,slash,slash,at,tilde,hashtag,slash,7,65471032,2301,ABCDEFGH,experiment
2463,tilde,hashtag,equals,greater-than,less-than,angle-up,quote,plus,less-than,quote,hashtag,plus,plus,7,35146027,2310,ABCDEFGH,experiment
