item_id,figure1,figure2,figure3,figure4,figure5,figure6,figure7,figure8,choice1,choice2,choice3,choice4,solution,masked_idx,seq_order,choice_order,pattern,trial_type
1863,and,quote,less-than,asterisk,equals,equals,asterisk,less-than,asterisk,and,quote,less-than,less-than,7,04637215,2310,ABCDEEDC,experiment
1819,and,tilde,asterisk,percent,less-than,less-than,percent,asterisk,and,less-than,tilde,asterisk,asterisk,7,41573062,3201,ABCDEEDC,experiment
1856,dollar-sign,percent,angle-up,tilde,less-than,less-than,tilde,angle-up,percent,angle-up,less-than,dollar-sign,angle-up,7,46137502,1023,ABCDEEDC,experiment
1782,asterisk,dollar-sign,greater-than,plus,quote,quote,plus,greater-than,plus,asterisk,quote,greater-than,greater-than,7,35041627,1032,ABCDEEDC,experiment
1895,hashtag,exclamation,at,slash,greater-than,greater-than,slash,at,at,greater-than,slash,hashtag,at,7,27415306,2301,ABCDEEDC,experiment
1837,asterisk,plus,angle-up,tilde,quote,quote,tilde,angle-up,quote,angle-up,plus,asterisk,angle-up,7,32657140,1302,ABCDEEDC,experiment
1808,at,equals,slash,percent,minus,minus,percent,slash,equals,slash,minus,at,slash,7,51306472,2301,ABCDEEDC,experiment
1757,greater-than,dollar-sign,tilde,exclamation,less-than,less-than,exclamation,tilde,tilde,exclamation,dollar-sign,greater-than,tilde,7,15036742,0213,ABCDEEDC,experiment
1791,tilde,minus,exclamation,asterisk,angle-up,angle-up,asterisk,exclamation,asterisk,exclamation,minus,tilde,exclamation,7,06154372,3102,ABCDEEDC,experiment
1820,exclamation,greater-than,and,quote,dollar-sign,dollar-sign,quote,and,exclamation,dollar-sign,and,quote,and,7,04352761,0231,ABCDEEDC,experiment
1692,equals,dollar-sign,asterisk,and,less-than,less-than,and,asterisk,equals,asterisk,less-than,dollar-sign,asterisk,7,26475103,0312,ABCDEEDC,experiment
1698,hashtag,equals,greater-than,exclamation,at,at,exclamation,greater-than,greater-than,at,equals,hashtag,greater-than,7,31274065,0213,ABCDEEDC,experiment
1816,less-than,at,greater-than,asterisk,plus,plus,asterisk,greater-than,at,less-than,plus,greater-than,greater-than,7,16327504,3021,ABCDEEDC,experiment
2554,angle-up,quote,exclamation,hashtag,minus,dollar-sign,and,greater-than,dollar-sign,quote,and,greater-than,greater-than,7,62547130,3210,ABCDEFGH,experiment
2486,greater-than,percent,hashtag,exclamation,and,dollar-sign,quote,angle-up,percent,hashtag,angle-up,quote,angle-up,7,04561273,3012,ABCDEFGH,experiment
2564,slash,percent,equals,plus,greater-than,less-than,angle-up,hashtag,hashtag,slash,less-than,greater-than,hashtag,7,47163025,1032,ABCDEFGH,experiment
2561,at,plus,equals,slash,minus,less-than,quote,asterisk,minus,asterisk,equals,at,asterisk,7,20157346,1320,ABCDEFGH,experiment
2514,at,exclamation,hashtag,equals,and,slash,plus,tilde,tilde,exclamation,equals,hashtag,tilde,7,23564071,1032,ABCDEFGH,experiment
2519,greater-than,slash,asterisk,tilde,plus,quote,equals,percent,plus,percent,equals,greater-than,percent,7,47562301,0132,ABCDEFGH,experiment
2548,less-than,tilde,minus,quote,percent,hashtag,plus,asterisk,tilde,hashtag,minus,asterisk,asterisk,7,25367140,2310,ABCDEFGH,experiment
2451,asterisk,angle-up,tilde,minus,quote,slash,at,dollar-sign,at,angle-up,dollar-sign,quote,dollar-sign,7,71352640,0312,ABCDEFGH,experiment
2638,greater-than,dollar-sign,and,at,less-than,plus,tilde,quote,quote,tilde,at,greater-than,quote,7,54037261,2310,ABCDEFGH,experiment
2617,minus,exclamation,hashtag,percent,less-than,dollar-sign,and,equals,less-than,and,equals,dollar-sign,equals,7,54167302,2310,ABCDEFGH,experiment
2549,equals,exclamation,quote,plus,tilde,minus,at,slash,equals,slash,plus,quote,slash,7,64510372,1230,ABCDEFGH,experiment
2491,less-than,exclamation,greater-than,hashtag,asterisk,and,angle-up,quote,quote,less-than,angle-up,asterisk,quote,7,25173460,3210,ABCDEFGH,experiment
2416,hashtag,at,tilde,greater-than,quote,and,minus,less-than,tilde,at,and,less-than,less-than,7,30715462,0213,ABCDEFGH,experiment
2468,dollar-sign,percent,greater-than,at,slash,equals,quote,plus,dollar-sign,plus,slash,greater-than,plus,7,43152067,1023,ABCDEFGH,experiment
2437,quote,tilde,greater-than,slash,angle-up,dollar-sign,percent,plus,plus,slash,percent,greater-than,plus,7,13624750,1203,ABCDEFGH,experiment
2477,minus,exclamation,less-than,equals,hashtag,at,percent,asterisk,asterisk,equals,less-than,hashtag,asterisk,7,10432756,3201,ABCDEFGH,experiment
2527,quote,dollar-sign,less-than,at,percent,slash,minus,tilde,tilde,minus,quote,dollar-sign,tilde,7,43710652,1302,ABCDEFGH,experiment
2583,less-than,dollar-sign,and,percent,tilde,at,slash,hashtag,less-than,hashtag,dollar-sign,at,hashtag,7,13206547,0123,ABCDEFGH,experiment
2501,at,less-than,equals,tilde,quote,slash,hashtag,minus,slash,hashtag,minus,tilde,minus,7,50726314,3120,ABCDEFGH,experiment
2448,equals,tilde,slash,plus,less-than,angle-up,percent,at,plus,slash,at,equals,at,7,06537412,1203,ABCDEFGH,experiment
